"id","parent","folder","name","mark_del","id_1c","base","code"
3604,"64cb8c37-9c62-11e2-b907-14dae924ceec",false,Затраты на маркетинговые материалы,false,"57493557-24c4-11eb-bab4-14dae924ceec",UPP_BUH,""
3611,bd96b715-2748-11e8-bf4f-14dae924ceec,false,Полуфабрикаты собственного производства 000000522,false,bd96b716-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3618,c39048b8-2748-11e8-bf4f-14dae924ceec,false,"ТО, ремонт погрузчиков участков формовки, склада, комплектации",false,c39048b9-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3626,"6627ff0a-2824-11e8-bf4f-14dae924ceec",false,Ремонт зданий,false,cf8470c5-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3633,c3904903-2748-11e8-bf4f-14dae924ceec,true,Прочие управленческие затраты,false,ff6f119b-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3640,c3904847-2748-11e8-bf4f-14dae924ceec,false,Расходные инструменты и вспомогательные материалы на производство(25 сч.),false,"2944974e-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3647,"64cb8c4d-9c62-11e2-b907-14dae924ceec",false,Прочие коммерческие затраты,false,"6502a04c-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3654,c98b4aa9-2748-11e8-bf4f-14dae924ceec,false,"Контроль качества СТО: входной, операционный, приемочный 2013-2014-2015",false,"6627fedf-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3661,c98b4aa9-2748-11e8-bf4f-14dae924ceec,false,Спецодежда 26,false,"6627ff46-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3668,"64cb8c37-9c62-11e2-b907-14dae924ceec",false,"Затраты на разработку стандартов, образцы продукции, сопровод. документацию",false,"6c2213ae-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3675,bd96b715-2748-11e8-bf4f-14dae924ceec,false,"Закупка сырья, материалов, комплектующих У00000521",false,"8484913a-6bc0-11ed-bfd7-14dae924ceec",UPP_BUH,""
3681,ae6ad5c4-d712-11ee-ae71-fc15b494e95f,false,Затраты на транспортные компании (до клиента),false,a0e9f9a9-7f88-11ed-bfd7-14dae924ceec,UPP_BUH,""
3470,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,Резерв годового бонуса,false,"97445de2-d47d-11e9-805b-14dae924ceec",UPP_BUH,""
3482,bd96b710-2748-11e8-bf4f-14dae924ceec,false,ДМС,false,"7c6e6f5d-d043-11e8-86a1-14dae924ceec",UPP_BUH,""
3494,"87474c3b-5b51-11e8-9972-14dae924ceec",true,OLD_Старая классификация,true,"87474c3c-5b51-11e8-9972-14dae924ceec",UPP_BUH,""
3506,"64cb8c38-9c62-11e2-b907-14dae924ceec",false,Затраты на ГСМ и компенсация амортизации личного транспорта коммерческого персонала,false,caf1c7d9-5b52-11e8-9972-14dae924ceec,UPP_BUH,""
3518,a99793ba-d714-11ee-ae71-fc15b494e95f,false,Таможенные услуги и страхование груза,false,d14f441a-5dce-11e8-9972-14dae924ceec,UPP_BUH,""
3530,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,"Затраты на консалтинг(кроме бух.), EFQM",false,"154557b8-8b1c-11ec-a90d-14dae924ceec",UPP_BUH,""
3541,"58a90171-8c12-11e9-a918-14dae924ceec",false,"Аренда склада, плата за пользование земельным участком, коммунальные услуги",false,"6d406fa2-cd6b-11ed-ae60-fc15b494e95f",UPP_BUH,""
3550,c98b4aa9-2748-11e8-bf4f-14dae924ceec,false,Спецодежда 25 Тех./Исп.лаб.,false,"46e01941-ddcc-11ed-ae60-fc15b494e95f",UPP_BUH,""
3559,"64cb8c72-9c62-11e2-b907-14dae924ceec",false,Налоги и сборы по зарплате (ЕСН и т.д.) переменной,false,"0866a06d-fec6-11ed-ae60-fc15b494e95f",UPP_BUH,""
3568,"64cb8c36-9c62-11e2-b907-14dae924ceec",true,Содержание арендуемых/собственных складов,false,bb7ca072-e1c6-11ee-ae73-fc15b494e95f,UPP_BUH,""
3576,ac479f01-ec29-11ee-ae73-fc15b494e95f,false,"Хоз.нужды, спецодежда",false,ac479f06-ec29-11ee-ae73-fc15b494e95f,UPP_BUH,""
3583,"64cb8c3c-9c62-11e2-b907-14dae924ceec",false,Амортизация общепроизводственных ОС сч25,false,d9fdd764-1448-11ef-ae73-fc15b494e95f,UPP_BUH,""
3591,"64cb8c37-9c62-11e2-b907-14dae924ceec",false,Затраты на рекламу и продвижение в печатных изданиях,true,"64cb8c53-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
3598,"64cb8c72-9c62-11e2-b907-14dae924ceec",false,"Заработная плата, бонусы, которые зависят от количества изготовленного или проданного товара",false,"64cb8c85-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
3605,"6627ff0a-2824-11e8-bf4f-14dae924ceec",false,Амортизация зданий,false,"1a99cef9-bdd5-11e9-bb58-14dae924ceec",UPP_BUH,""
3612,bd96b715-2748-11e8-bf4f-14dae924ceec,false,"Закупка сырья, материалов, комплектующих",false,bd96b719-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3619,c3904847-2748-11e8-bf4f-14dae924ceec,false,Планово предупредительный и аварийный ремонт оснастки и оборудования,false,c39048bf-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3627,"64cb8c4d-9c62-11e2-b907-14dae924ceec",false,Упаковка  и тара (ком),false,d5812914-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3634,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,"Затраты на ISO, затраты на мероприятия по повышению уровня качества",false,ff6f119c-2748-11e8-bf4f-14dae924ceec,UPP_BUH,""
3641,c3904903-2748-11e8-bf4f-14dae924ceec,true,Услуги связи,false,"2f3c655f-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3648,caf1c7fb-5b52-11e8-9972-14dae924ceec,false,Услуги банка,false,"6502a111-2749-11e8-bf4f-14dae924ceec",UPP_BUH,""
3655,e746f8a2-10fd-11ef-ae73-fc15b494e95f,false,Прочие прямые потери сырья (25),false,"6627fef1-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3662,a99793ba-d714-11ee-ae71-fc15b494e95f,false,Затраты на транспортные компании (до нашего склада),false,"6c221383-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3669,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,Прочие затраты управления,false,"6c2213bd-2824-11e8-bf4f-14dae924ceec",UPP_BUH,""
3676,"64cb8c4d-9c62-11e2-b907-14dae924ceec",false,Упаковка  и тара (общехоз),false,ace1b77b-6bc0-11ed-bfd7-14dae924ceec,UPP_BUH,""
3682,"",false,Расходы на КЦ,true,b363c82e-7f88-11ed-bfd7-14dae924ceec,UPP_BUH,""
3471,"",false,Вложения во внеоборотные активы,false,c2a40f2c-e01e-11e9-805b-14dae924ceec,UPP_BUH,""
3483,"64cb8c37-9c62-11e2-b907-14dae924ceec",false,Затраты на проведение профильных конференций и обучений,false,db68ea4d-e643-11e8-86a1-14dae924ceec,UPP_BUH,""
3495,"87474c3c-5b51-11e8-9972-14dae924ceec",true,OLD_Операционные расходы,true,"87474c3d-5b51-11e8-9972-14dae924ceec",UPP_BUH,""
3507,c3904904-2748-11e8-bf4f-14dae924ceec,false,"Расходы на аренду офиса, плата за пользование земельным участком и коммунальные услуги",false,caf1c7f9-5b52-11e8-9972-14dae924ceec,UPP_BUH,""
3519,c3904904-2748-11e8-bf4f-14dae924ceec,false,Амортизация офисных ОС,false,d14f443d-5dce-11e8-9972-14dae924ceec,UPP_BUH,""
3531,ff6f119b-2748-11e8-bf4f-14dae924ceec,false,"Затраты на бух.аудит, бух. консалтинг, бух. отчеты",false,"154557eb-8b1c-11ec-a90d-14dae924ceec",UPP_BUH,""
3542,"87474c3b-5b51-11e8-9972-14dae924ceec",false,"УдаленоЭнергоресурсы, отопление, вода",true,a3ca7c03-cd6b-11ed-ae60-fc15b494e95f,UPP_BUH,""
3551,"87474c3b-5b51-11e8-9972-14dae924ceec",false,"УДАЛЕНОГСМ погрузчиков участков формовки, склада, комплектации",true,"26b65552-de75-11ed-ae60-fc15b494e95f",UPP_BUH,""
3560,e746f8a2-10fd-11ef-ae73-fc15b494e95f,false,Затраты на перемещение между складами,false,"2fb08d1d-0ea1-11ee-ae60-fc15b494e95f",UPP_BUH,""
3569,"6502a04b-2749-11e8-bf4f-14dae924ceec",false,Расходы на собственный транспорт,false,"1f813a41-e67e-11ee-ae73-fc15b494e95f",UPP_BUH,""
3577,"64cb8c5b-9c62-11e2-b907-14dae924ceec",false,Резерв годового бонуса,false,"8a195b61-fd5b-11ee-ae73-fc15b494e95f",UPP_BUH,""
3584,"",true,Коммерческие расходы,false,"64cb8c36-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
3592,c3904903-2748-11e8-bf4f-14dae924ceec,true,Заработная плата административно-хозяйственного персонала,false,"64cb8c5b-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
3599,"64cb8c3c-9c62-11e2-b907-14dae924ceec",true,Зарплата общепроизводственного персонала,false,"64cb8c9e-9c62-11e2-b907-14dae924ceec",UPP_BUH,""
